,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
1347,Catherine Campbell,46,AMPARO DE SÃO FRANCISCO,SE,26023146414,73955213438804,True,True
1348,Carlos Pruitt,73,ADAMANTINA,SP,88504227766,09123790251927,True,True
1349,Megan Knight,87,ABREULÂNDIA,TO,56334152211,49948831317204,True,True
1350,Maria Alvarado,55,ACRELÂNDIA,AC,48711623110,52699547228733,True,True
1351,Jeffrey Stevenson,51,ÁGUA BRANCA,AL,09302612325,09141472397691,True,True
1352,David Thompson,57,ALVARÃES,AM,17513562806,84255882727069,True,True
1353,Caleb Berger,29,SERRA DO NAVIO,AP,63829000871,72802619149434,True,True
1354,Julia Roberts,30,ABAÍRA,BA,97300834280,76917336294073,True,True
1355,Jerry Williams,38,ABAIARA,CE,24444098414,34206098919838,True,True
1356,Ernest Hendrix Dvm,34,BRASÍLIA,DF,49063212402,24555911626808,True,True
1357,Dr. Joseph Brown,31,AFONSO CLÁUDIO,ES,01647943019,26649032465761,True,True
1358,Daniel Henderson,86,ABADIA DE GOIÁS,GO,42737433290,81288740141587,True,True
1359,Matthew Wolfe,68,AÇAILÂNDIA,MA,83795832802,70940670740029,True,True
1360,Joshua Green,82,ABADIA DOS DOURADOS,MG,44756675697,84610501543124,True,True
1361,Amy Burke,30,ÁGUA CLARA,MS,79752836909,69165296104490,True,True
1362,Samantha Torres,77,ACORIZAL,MT,13349307400,09334072238049,True,True
1363,James Benson,80,ABAETETUBA,PA,18299104505,72763249066772,True,True
1364,Roger Gonzales,33,ÁGUA BRANCA,PB,53726444351,54966823449801,True,True
1365,Brittany Munoz,88,ABREU E LIMA,PE,14653410992,85810258722756,True,True
1366,Elizabeth Lee,25,ACAUÃ,PI,84639530340,49122977271875,True,True
1367,Philip Perez,28,ABATIÁ,PR,19647835507,43707496121100,True,True
1368,Leonard Robinson,45,ANGRA DOS REIS,RJ,18231357068,46484130476657,True,True
1369,Lance Huerta,71,ACARI,RN,40601910273,34192075006689,True,True
1370,Daniel Welch,52,ALTA FLORESTA D'OESTE,RO,33850743047,09939649582332,True,True
1371,Larry Wilkerson,35,AMAJARI,RR,96019007057,17549091652615,True,True
1372,Heather Combs,74,ACEGUÁ,RS,03512211828,49355477791372,True,True
1373,Brittany Gardner,90,ABDON BATISTA,SC,51303283107,23098505883526,True,True
1374,David Boyd,53,AMPARO DE SÃO FRANCISCO,SE,31506569234,09052204343935,True,True
1375,David Ryan,86,ADAMANTINA,SP,13010585993,77493470929303,True,True
1376,Heather Mckinney,56,ABREULÂNDIA,TO,99313433540,02201409957978,True,True
1377,Patrick Flores,90,ACRELÂNDIA,AC,19818112229,07494502401909,True,True
1378,Bryan Bradley,33,ÁGUA BRANCA,AL,86547560805,59135740766938,True,True
1379,Benjamin Griffith,84,ALVARÃES,AM,31843541483,86983349583101,True,True
1380,Sandra Foster,41,SERRA DO NAVIO,AP,37092920850,40760955669711,True,True
1381,Kristin Bryan,45,ABAÍRA,BA,46105453574,05918207280425,True,True
1382,Michael Brown Jr.,87,ABAIARA,CE,16272343817,35358250781141,True,True
1383,Douglas Kelley,71,BRASÍLIA,DF,31348457090,09985130825048,True,True
1384,Patricia Brown,65,AFONSO CLÁUDIO,ES,79066605871,64380855520767,True,True
1385,Antonio Barry,24,ABADIA DE GOIÁS,GO,92824146982,33054059264283,True,True
1386,Kathryn Torres,26,AÇAILÂNDIA,MA,56642643224,57309276173787,True,True
1387,Benjamin Payne,39,ABADIA DOS DOURADOS,MG,26140108713,13728454898032,True,True
1388,Susan Wolfe,90,ÁGUA CLARA,MS,56234530230,47535561875449,True,True
1389,Dr. Charles Larson Md,41,ACORIZAL,MT,87209044442,64091543195565,True,True
1390,Danielle Jensen,75,ABAETETUBA,PA,18841005033,58424108423408,True,True
1391,Jennifer Hubbard,38,ÁGUA BRANCA,PB,07664204852,56760106406446,True,True
1392,Richard Juarez,73,ABREU E LIMA,PE,88809870115,09999822843450,True,True
1393,Brenda White,47,ACAUÃ,PI,16850338498,82106473778907,True,True
1394,Hannah Smith,75,ABATIÁ,PR,78534071900,96072357888180,True,True
1395,Miss Sheila Boyd,48,ANGRA DOS REIS,RJ,78911944327,35008032890121,True,True
1396,Carolyn Arnold,42,ACARI,RN,64531105982,40418678080115,True,True
1397,Patrick Johnson,55,ALTA FLORESTA D'OESTE,RO,55938654505,30969777753578,True,True
1398,Lindsey Diaz,81,AMAJARI,RR,74973096172,81789311906450,True,True
1399,Robert Miller,31,ACEGUÁ,RS,27665761186,45242212619750,True,True
1400,Jill Mckenzie,56,ABDON BATISTA,SC,89242173053,81008245939528,True,True
1401,Nicole Horne,30,AMPARO DE SÃO FRANCISCO,SE,28792924417,25966153172831,True,True
1402,Stacey Gibson,76,ADAMANTINA,SP,20049064134,07145319639635,True,True
1403,Linda Jackson,29,ABREULÂNDIA,TO,59944811904,29274690841110,True,True
1404,Alicia Anderson,87,ACRELÂNDIA,AC,52218429047,13815220893659,True,True
1405,Logan Rose,65,ÁGUA BRANCA,AL,45977190913,58165710544682,True,True
1406,Brittany Richards,38,ALVARÃES,AM,84308165695,47500189379454,True,True
1407,Kelly Love,90,SERRA DO NAVIO,AP,83763668071,57073923815313,True,True
1408,Jackie Price,82,ABAÍRA,BA,45415446010,96723711608250,True,True
1409,Andrew Butler,48,ABAIARA,CE,17334945964,22315102579293,True,True
1410,Brian Mills,27,BRASÍLIA,DF,79649961429,32630942076049,True,True
1411,Dr. Savannah Carr,49,AFONSO CLÁUDIO,ES,51214362893,68039367552007,True,True
1412,Cheryl Horton,40,ABADIA DE GOIÁS,GO,32710447754,72961672932603,True,True
1413,Derek Leblanc,55,AÇAILÂNDIA,MA,32928632107,69589130990507,True,True
1414,Todd Wong,82,ABADIA DOS DOURADOS,MG,74805848731,78622663629220,True,True
1415,Lance Edwards,61,ÁGUA CLARA,MS,50449024202,26678171021408,True,True
1416,Jaime Stevens,22,ACORIZAL,MT,82417088665,63036194141505,True,True
1417,Jason Robbins,60,ABAETETUBA,PA,39257633845,76174146481709,True,True
1418,Cynthia Pitts,23,ÁGUA BRANCA,PB,50561567018,17887360452565,True,True
1419,Kristen Gross,65,ABREU E LIMA,PE,46180669899,69800614212763,True,True
1420,Rebecca Griffith,69,ACAUÃ,PI,87656590315,37226258428811,True,True
1421,Ashley Lee,31,ABATIÁ,PR,15697276788,31291182258721,True,True
1422,Samantha Patterson,38,ANGRA DOS REIS,RJ,98433577522,53139449701744,True,True
1423,Brett Lane,89,ACARI,RN,40854169369,60154868444807,True,True
1424,Jimmy Suarez,61,ALTA FLORESTA D'OESTE,RO,37627143128,60732738991619,True,True
1425,Deanna Weber,27,AMAJARI,RR,20352996676,22379508909124,True,True
1426,Jerome Jones Jr.,71,ACEGUÁ,RS,84069760474,62302843646709,True,True
1427,Samantha Smith Md,54,ABDON BATISTA,SC,94165798401,01471919086845,True,True
1428,Daniel Grant,34,AMPARO DE SÃO FRANCISCO,SE,42843879795,31489534356920,True,True
1429,Jamie Cooper,18,ADAMANTINA,SP,34769448830,61693028194919,True,True
1430,Michael Farley,29,ABREULÂNDIA,TO,94746583234,56681874295823,True,True
1431,Grace Wilkinson,58,ACRELÂNDIA,AC,90229124933,80048914227530,True,True
1432,Jennifer Johnson,39,ÁGUA BRANCA,AL,72218026708,75931748763437,True,True
1433,Joseph Crane,66,ALVARÃES,AM,60372403964,85539542246270,True,True
1434,Ana Coleman,75,SERRA DO NAVIO,AP,45228095497,72702383461204,True,True
1435,Jessica Burton,68,ABAÍRA,BA,56837916181,21917905393666,True,True
1436,Michele Johnson,62,ABAIARA,CE,58854892971,60889452489857,True,True
1437,Jason Johnson,83,BRASÍLIA,DF,08191018772,27677758676712,True,True
1438,Carl Craig,61,AFONSO CLÁUDIO,ES,98073844192,38299252618539,True,True
1439,Richard Chan,38,ABADIA DE GOIÁS,GO,35347654198,88648402265796,True,True
1440,Sean Griffin,44,AÇAILÂNDIA,MA,51156741572,52173522068230,True,True
1441,Melissa Peterson,59,ABADIA DOS DOURADOS,MG,42906475459,65418545289800,True,True
1442,Alexandra Little,44,ÁGUA CLARA,MS,06263670932,40724030114250,True,True
1443,George Parker,54,ACORIZAL,MT,73821454768,50064484337253,True,True
1444,Christina Garcia,78,ABAETETUBA,PA,64474807456,94346519961382,True,True
1445,Amanda Weber,34,ÁGUA BRANCA,PB,20342868470,55785840019975,True,True
1446,Melissa Smith,51,ABREU E LIMA,PE,59219052326,80692673177609,True,True
1447,Sabrina Lambert,18,ACAUÃ,PI,20180795902,65334512439956,True,True
1448,Danielle Huang,38,ABATIÁ,PR,87808203017,89278953939752,True,True
1449,Nicholas Jennings,87,ANGRA DOS REIS,RJ,62130611770,92444539047707,True,True
1450,Heather Chandler,76,ACARI,RN,57351053456,25066467208157,True,True
1451,Jennifer Wright,68,ALTA FLORESTA D'OESTE,RO,51134901720,65590218597144,True,True
1452,Ryan Hughes,78,AMAJARI,RR,70996388745,44553557910008,True,True
1453,Raymond Horton,69,ACEGUÁ,RS,99046710874,51506207126002,True,True
1454,Teresa Miller,87,ABDON BATISTA,SC,45881854543,49560718506211,True,True
1455,Donna Walker,52,AMPARO DE SÃO FRANCISCO,SE,92289615200,61225420148400,True,True
1456,Rebecca Castro,22,ADAMANTINA,SP,56742584572,25892319849065,True,True
1457,Nathan English,21,ABREULÂNDIA,TO,67068448291,48030566331547,True,True
1458,Larry Lee,53,ACRELÂNDIA,AC,09668342755,66339841428322,True,True
1459,Brian Harmon,56,ÁGUA BRANCA,AL,70404385346,37964129744820,True,True
1460,James Hansen,68,ALVARÃES,AM,13350204465,73728445364877,True,True
1461,Shane Holmes,48,SERRA DO NAVIO,AP,50508918332,49053483996775,True,True
1462,Joanne Christian,30,ABAÍRA,BA,97045848226,57579729340101,True,True
1463,Jeremiah Medina,31,ABAIARA,CE,81664137521,54867324602800,True,True
1464,Katherine Avila,62,BRASÍLIA,DF,13913666702,12790768735470,True,True
1465,Patricia Ellis Md,88,AFONSO CLÁUDIO,ES,87226240742,40583003377132,True,True
1466,Daniel Jackson,48,ABADIA DE GOIÁS,GO,97225407180,21214714812460,True,True
1467,Maureen Allen,38,AÇAILÂNDIA,MA,52349265242,14231525176186,True,True
1468,Monica Daugherty,70,ABADIA DOS DOURADOS,MG,98160890095,38011728267783,True,True
1469,Vincent Scott,33,ÁGUA CLARA,MS,83396133242,27123764024577,True,True
1470,Angela Sanchez,35,ACORIZAL,MT,52170558390,95840309456841,True,True
1471,Jennifer Garcia,46,ABAETETUBA,PA,67718202976,61424407966302,True,True
1472,Edward Smith,40,ÁGUA BRANCA,PB,67552002476,73889098538447,True,True
1473,Megan Vargas,67,ABREU E LIMA,PE,87326070326,26916499716235,True,True
1474,Brian Nielsen Md,79,ACAUÃ,PI,92175413624,26321465317255,True,True
1475,Adrian Johnson,39,ABATIÁ,PR,42676455311,69710784448955,True,True
1476,Richard Calhoun,86,ANGRA DOS REIS,RJ,97962537639,27640448444350,True,True
1477,Jessica Parker,67,ACARI,RN,54919112670,77065200522447,True,True
1478,Gina Murphy Dds,29,ALTA FLORESTA D'OESTE,RO,64449873262,97280855179538,True,True
1479,Angie Martin,61,AMAJARI,RR,29424532067,46959462762902,True,True
1480,Steve Wall,89,ACEGUÁ,RS,85471063759,36637330286785,True,True
1481,Pamela Fox,40,ABDON BATISTA,SC,86746368700,53906686204226,True,True
1482,Monique Taylor,56,AMPARO DE SÃO FRANCISCO,SE,07920592801,47566687524181,True,True
1483,Kimberly Moody,55,ADAMANTINA,SP,18488167903,27669974156399,True,True
1484,Matthew Kim,24,ABREULÂNDIA,TO,54772834915,54265457732506,True,True
1485,Dustin Rodriguez,35,ACRELÂNDIA,AC,74491446970,82335425652458,True,True
1486,Caroline Ward,74,ÁGUA BRANCA,AL,22237340064,55309865842755,True,True
1487,Duane Hill,84,ALVARÃES,AM,48817022705,53548551071090,True,True
1488,Christopher Gomez,46,SERRA DO NAVIO,AP,51713647028,33393922129362,True,True
1489,Nicholas Simon,82,ABAÍRA,BA,24152344270,57407548154566,True,True
1490,Corey Jones,28,ABAIARA,CE,53026159247,26387846223259,True,True
1491,Tara Lopez,88,BRASÍLIA,DF,33727732334,21721806610052,True,True
1492,David Johnson,77,AFONSO CLÁUDIO,ES,36131315604,63304988271635,True,True
1493,Patrick Spencer,89,ABADIA DE GOIÁS,GO,78481843580,24763831008834,True,True
1494,Katherine Chapman,34,AÇAILÂNDIA,MA,33709159369,96235786933606,True,True
1495,Andrew Caldwell,23,ABADIA DOS DOURADOS,MG,75154760018,82034663546666,True,True
1496,Catherine Graham,81,ÁGUA CLARA,MS,51991957785,58423274433010,True,True
1497,Tracy Jordan,32,ACORIZAL,MT,53677379350,27333507532557,True,True
1498,Vanessa Everett,56,ABAETETUBA,PA,73580714686,91810297735815,True,True
1499,David Smith,49,ÁGUA BRANCA,PB,86174871940,85677828527229,True,True
1500,Jared Savage,60,ABREU E LIMA,PE,74376070262,20544040694014,True,True
1501,Kristin Harris,42,ACAUÃ,PI,11197597573,13345967504627,True,True
1502,Paige Allen,73,ABATIÁ,PR,71280449497,19429435842460,True,True
1503,Laura Villarreal,56,ANGRA DOS REIS,RJ,22430496275,67679610330860,True,True
1504,Crystal Combs,51,ACARI,RN,91645834573,35377908421620,True,True
1505,Raymond Wright,67,ALTA FLORESTA D'OESTE,RO,01028626215,89686853642916,True,True
1506,Tina Duke,68,AMAJARI,RR,29036772982,24102274988139,True,True
1507,Michael Smith,54,ACEGUÁ,RS,61326750518,24798344587300,True,True
1508,Heather Woods,60,ABDON BATISTA,SC,37713115005,20032428131066,True,True
1509,Jennifer Taylor,63,AMPARO DE SÃO FRANCISCO,SE,58160629990,68323214063720,True,True
1510,Lisa Lawson,20,ADAMANTINA,SP,97252324370,20829552919126,True,True
1511,Marc Goodwin,18,ABREULÂNDIA,TO,12814069020,36554571126992,True,True
1512,Mark Johnson,57,ACRELÂNDIA,AC,80966903889,36144804937014,True,True
1513,Gloria Guzman,21,ÁGUA BRANCA,AL,52042716006,31128786545220,True,True
1514,Richard Carpenter,61,ALVARÃES,AM,81692059050,02002676259984,True,True
1515,Eric Cabrera,52,SERRA DO NAVIO,AP,73651012530,92505142451724,True,True
1516,Michael Smith,81,ABAÍRA,BA,04925315447,40365755101997,True,True
1517,Donald Roberson,25,ABAIARA,CE,18724803570,17895832750387,True,True
1518,Jennifer Barnes,61,BRASÍLIA,DF,70985986239,48182839118387,True,True
1519,Summer Flores,78,AFONSO CLÁUDIO,ES,94272127136,65733011705847,True,True
1520,Alan Greene,77,ABADIA DE GOIÁS,GO,98920407169,99435816912104,True,True
1521,Larry Waters,53,AÇAILÂNDIA,MA,41964897530,59273324725035,True,True
1522,Jeffrey Cohen,51,ABADIA DOS DOURADOS,MG,39813713216,52242900128102,True,True
1523,David Adams,44,ÁGUA CLARA,MS,65234730158,41088531254000,True,True
1524,Philip Burns,27,ACORIZAL,MT,45438017174,49803035272310,True,True
1525,Adriana Campos,31,ABAETETUBA,PA,39110714260,56823891204216,True,True
1526,Stephen Murray,62,ÁGUA BRANCA,PB,25672902650,32917216839439,True,True
1527,James Wilson,79,ABREU E LIMA,PE,14245307250,13696660040313,True,True
1528,Jonathan Valdez,71,ACAUÃ,PI,08784214678,55176103343802,True,True
1529,Tonya Hudson,82,ABATIÁ,PR,05876933554,63913754629085,True,True
1530,Tara Rodriguez,86,ANGRA DOS REIS,RJ,99306697368,47247939595554,True,True
1531,Steven Harrison,51,ACARI,RN,85529985211,71741468007600,True,True
1532,Collin Dudley,70,ALTA FLORESTA D'OESTE,RO,25576849884,82897359261800,True,True
1533,Andrew Sanchez,84,AMAJARI,RR,64432482877,95385513065462,True,True
1534,Mary Harrison,62,ACEGUÁ,RS,73896442813,88072174322060,True,True
1535,William Valdez,42,ABDON BATISTA,SC,40039270602,42970127945943,True,True
1536,Rachel Hill,47,AMPARO DE SÃO FRANCISCO,SE,01409977331,67989740040396,True,True
1537,James Valdez,63,ADAMANTINA,SP,17399355436,65027552897902,True,True
1538,Dr. Tammie Barnes,86,ABREULÂNDIA,TO,16206889726,16305605667494,True,True
1539,Donna Campbell,89,ACRELÂNDIA,AC,79752943306,71621029791322,True,True
1540,Matthew Sellers,35,ÁGUA BRANCA,AL,65634196582,53283198853364,True,True
1541,Darren Steele,43,ALVARÃES,AM,59213956843,96486821398330,True,True
1542,Brandon Walker,60,SERRA DO NAVIO,AP,91132461278,23470836729708,True,True
1543,Taylor Garner,84,ABAÍRA,BA,45849431098,58149339750648,True,True
1544,Frank Smith,30,ABAIARA,CE,90173860966,14598238941948,True,True
1545,Taylor Marshall,33,BRASÍLIA,DF,24284513249,62420640959332,True,True
1546,Jason Sweeney,76,AFONSO CLÁUDIO,ES,34395237215,34850475269996,True,True
1547,Alexander Sparks,82,ABADIA DE GOIÁS,GO,86438838322,98989187152890,True,True
1548,Loretta Scott,49,AÇAILÂNDIA,MA,93440108384,12215809713507,True,True
1549,Michael Chambers,87,ABADIA DOS DOURADOS,MG,83752533919,80522749078595,True,True
1550,Samuel Freeman,75,ÁGUA CLARA,MS,75056221538,07049091924457,True,True
1551,Nicholas Martin,65,ACORIZAL,MT,47417211089,76633874139227,True,True
1552,Mrs. Mary Smith,71,ABAETETUBA,PA,58084385780,15957220582532,True,True
1553,Jeffery Goodman,67,ÁGUA BRANCA,PB,08347115400,72903914908493,True,True
1554,Barbara Ashley,26,ABREU E LIMA,PE,12635390924,92948826285000,True,True
1555,Lisa Ellis,68,ACAUÃ,PI,67609195057,76895946873048,True,True
1556,Haley Winters,60,ABATIÁ,PR,31983471909,35916356749490,True,True
1557,Lisa Padilla,64,ANGRA DOS REIS,RJ,92133632492,08274339520868,True,True
1558,William Manning,61,ACARI,RN,23459620706,00909989195067,True,True
1559,Spencer Contreras,53,ALTA FLORESTA D'OESTE,RO,67887276608,52288306093189,True,True
1560,Kiara Cannon,41,AMAJARI,RR,97116328106,43426144011232,True,True
1561,Sara Gilmore,34,ACEGUÁ,RS,84671262053,21547987809809,True,True
1562,Sara Carpenter,81,ABDON BATISTA,SC,91645722503,00764621291103,True,True
1563,Andrew Bryant,46,AMPARO DE SÃO FRANCISCO,SE,16745681773,02360853172963,True,True
1564,Brad Valdez,80,ADAMANTINA,SP,67659570064,64205859878182,True,True
1565,Tabitha Smith,24,ABREULÂNDIA,TO,08234526030,42374812302151,True,True
1566,Diana Thomas,24,ACRELÂNDIA,AC,75416326190,98918877076221,True,True
1567,Suzanne Mills,59,ÁGUA BRANCA,AL,71349681547,17762476245270,True,True
1568,Shannon Ross,65,ALVARÃES,AM,03437598376,63421363826620,True,True
1569,Joseph Powell,84,SERRA DO NAVIO,AP,20558516327,68320081943452,True,True
1570,Michelle Hodges,56,ABAÍRA,BA,70258045680,22931318175352,True,True
1571,Jacob Jackson,59,ABAIARA,CE,21025225988,63282246712881,True,True
1572,Jennifer Coleman,53,BRASÍLIA,DF,12810788910,71306512510321,True,True
1573,Lauren Pearson,38,AFONSO CLÁUDIO,ES,47488372417,03730595298942,True,True
1574,Brittany Williamson,31,ABADIA DE GOIÁS,GO,11275955126,29717889163674,True,True
1575,Joseph Terry,53,AÇAILÂNDIA,MA,88228202660,85346880594730,True,True
1576,Gary Gardner,45,ABADIA DOS DOURADOS,MG,93380604119,75769556597525,True,True
1577,Spencer Graham,43,ÁGUA CLARA,MS,45649560862,56160811515376,True,True
1578,Eric Wilkins,78,ACORIZAL,MT,24377033301,32700759545919,True,True
1579,Heather Delacruz,62,ABAETETUBA,PA,81853210277,60328040285681,True,True
1580,Mark Lyons,38,ÁGUA BRANCA,PB,31054954798,52091002777255,True,True
1581,Jessica Walters,87,ABREU E LIMA,PE,43733900294,97296816664656,True,True
1582,Yvonne Cannon,19,ACAUÃ,PI,61658111672,09370744292017,True,True
1583,Shawn Oconnell,76,ABATIÁ,PR,91726174549,03964464395887,True,True
1584,Michelle Wise,42,ANGRA DOS REIS,RJ,10054902959,02260644325442,True,True
1585,Earl Hall,54,ACARI,RN,60617807612,42217694897341,True,True
1586,Daniel King,42,ALTA FLORESTA D'OESTE,RO,09668402162,63421619422779,True,True
1587,Jeremiah Moore,59,AMAJARI,RR,89606915859,52073063763744,True,True
1588,Alexander Krause,67,ACEGUÁ,RS,81736286889,41595393221387,True,True
1589,Miranda Bishop,23,ABDON BATISTA,SC,80700264566,44560236666440,True,True
1590,Jared Gomez,58,AMPARO DE SÃO FRANCISCO,SE,48197278180,40346520952125,True,True
1591,Laurie Schmitt,80,ADAMANTINA,SP,76142086768,57507969666624,True,True
1592,Gregory Allen,45,ABREULÂNDIA,TO,96416392852,23586758765503,True,True
1593,Sarah Robbins,38,ACRELÂNDIA,AC,53183441004,20986877929851,True,True
1594,Elizabeth Reynolds,19,ÁGUA BRANCA,AL,76611890033,28211910716626,True,True
1595,Shirley Alvarado,73,ALVARÃES,AM,31786090406,62598268608564,True,True
1596,Leslie Washington,64,SERRA DO NAVIO,AP,55131343658,47057240236637,True,True
1597,Monica Blankenship,32,ABAÍRA,BA,75462033680,34184165938490,True,True
1598,Ashley Manning,60,ABAIARA,CE,10227717872,11091746847410,True,True
1599,Mary Welch,83,BRASÍLIA,DF,43660051667,61704751605689,True,True
1600,Tamara Greer,79,AFONSO CLÁUDIO,ES,98366060250,62671462182520,True,True
1601,Jennifer Pope,72,ABADIA DE GOIÁS,GO,68854973807,06586264347180,True,True
1602,Rebecca Stone,18,AÇAILÂNDIA,MA,72797344057,49003297703309,True,True
1603,Patrick Barrett,50,ABADIA DOS DOURADOS,MG,21411888650,61801188994973,True,True
1604,Steven Rivera,58,ÁGUA CLARA,MS,21990968155,12544798058977,True,True
1605,Vincent Bean,28,ACORIZAL,MT,01790068860,74641239629000,True,True
1606,Kurt Kim,86,ABAETETUBA,PA,08724156515,86163865393730,True,True
1607,Amanda Johnson,25,ÁGUA BRANCA,PB,56572366103,45822473641752,True,True
1608,Drew Jones,21,ABREU E LIMA,PE,61247730239,24461135521198,True,True
1609,Kimberly Evans,21,ACAUÃ,PI,87755382370,02932350459530,True,True
1610,Paula Turner,47,ABATIÁ,PR,34817266864,83903849053808,True,True
1611,Kimberly Parsons,59,ANGRA DOS REIS,RJ,23143518197,97505486253360,True,True
1612,Christopher Davis,51,ACARI,RN,41058234340,47595443777688,True,True
1613,Tyler Lewis,30,ALTA FLORESTA D'OESTE,RO,68974013584,71060399452630,True,True
1614,John Peters,69,AMAJARI,RR,74734503958,47419339957614,True,True
1615,Jesse Carter,44,ACEGUÁ,RS,74752815230,01759763360201,True,True
